track_id,filename,sweep_idx,sweep_angle,count_scaling,n_roost_pixels,n_overthresh_pixels,n_animals
1,KTLX20220201_133412_V06,4,1.318,1.200,25630,0,16.641
1,KTLX20220201_133412_V06,6,1.802,1.200,12823,0,1.524
1,KTLX20220201_133412_V06,7,2.417,1.200,12830,0,0.939
1,KTLX20220201_133412_V06,8,3.120,1.200,12832,0,0.852
1,KTLX20220201_133412_V06,9,3.999,1.200,12839,0,0.496
1,KTLX20220201_133412_V06,10,5.098,1.200,12867,0,0.553
1,KTLX20220201_133412_V06,11,6.416,1.200,12915,0,0.424
3,KTLX20220202_142302_V06,0,0.483,1.200,16746,0,520.835
3,KTLX20220202_142302_V06,2,0.879,1.200,16746,0,1638.860
3,KTLX20220202_142302_V06,4,1.318,1.200,16753,0,2229.575
4,KTLX20220202_143117_V06,0,0.483,1.200,5734,0,142.913
4,KTLX20220202_143117_V06,2,0.879,1.200,5735,0,1570.451
1,KTLX20220203_131829_V06,0,0.483,1.200,23090,0,49821.761
1,KTLX20220203_131829_V06,2,0.879,1.200,23089,0,21391.009
1,KTLX20220203_131829_V06,4,1.318,1.200,23088,0,6886.250
1,KTLX20220203_132710_V06,0,0.483,1.200,28621,0,62919.824
1,KTLX20220203_132710_V06,2,0.879,1.200,28630,0,29502.714
1,KTLX20220203_132710_V06,4,1.318,1.200,28641,0,11296.951
2,KTLX20220203_143645_V06,0,0.483,1.200,14956,0,69885.041
2,KTLX20220203_143645_V06,2,0.879,1.200,14964,0,41404.714
2,KTLX20220203_143645_V06,4,1.318,1.200,14974,0,11014.312
2,KTLX20220203_144527_V06,0,0.483,1.200,20540,0,98641.768
2,KTLX20220203_144527_V06,2,0.879,1.200,20547,0,54287.349
2,KTLX20220203_144527_V06,4,1.318,1.200,20558,0,17401.638
4,KTLX20220205_131419_V06,0,0.483,1.200,5017,744,7495.300
4,KTLX20220205_131419_V06,2,1.494,1.200,5022,0,7.132
4,KTLX20220205_131419_V06,4,2.505,1.200,2508,0,0.166
4,KTLX20220205_131419_V06,5,3.516,1.200,2512,0,0.147
4,KTLX20220205_131419_V06,6,4.482,1.200,2519,0,0.117
4,KTLX20220205_132357_V06,0,0.483,1.200,25478,25,6061.853
4,KTLX20220205_132357_V06,2,1.494,1.200,25493,0,3.939
4,KTLX20220205_132357_V06,4,2.505,1.200,12742,0,1.062
