track_id,filename,from_sunrise,det_score,x,y,r,lon,lat,radius,geo_dist,local_time
3,KDAX20200115_150631_V06,-16.325,0.093,322.826,406.213,22.803,-121.547,38.023,11401.613,54319.070,20200115_070631
3,KDAX20200115_151110_V06,-11.675,0.063,324.531,407.850,28.582,-121.537,38.015,14291.025,55302.570,20200115_071110
3,KDAX20200115_151550_V06,-7.008,0.053,330.926,411.622,17.487,-121.501,37.998,8743.517,57913.707,20200115_071550
3,KDAX20200115_152030_V06,-2.341,0.079,330.762,411.151,24.539,-121.502,38.000,12269.397,57664.752,20200115_072030
1,KDAX20200115_150152_V06,-20.975,0.229,295.808,518.023,9.410,-121.700,37.519,4704.997,109031.719,20200115_070152
1,KDAX20200116_151403_V06,-8.436,0.050,274.089,290.503,20.286,-121.825,38.544,10142.904,13798.111,20200116_071403
2,KDAX20200116_152420_V06,1.848,0.077,365.333,377.394,6.660,-121.304,38.152,3330.000,50641.387,20200116_072420
2,KDAX20200116_152944_V06,7.248,0.054,366.026,374.709,5.954,-121.300,38.164,2976.770,49852.033,20200116_072944
1,KDAX20200117_151654_V06,-5.196,0.068,246.404,117.887,17.334,-121.987,39.321,8666.977,94917.973,20200117_071654
1,KDAX20200118_153450_V06,13.160,0.060,272.651,138.301,22.602,-121.835,39.229,11300.943,81997.901,20200118_073450
1,KDAX20200118_153929_V06,17.810,0.227,274.218,138.195,29.749,-121.826,39.230,14874.416,81922.932,20200118_073929
1,KDAX20200118_154408_V06,22.460,0.181,274.264,137.161,23.933,-121.826,39.234,11966.276,82430.299,20200118_074408
1,KDAX20200119_150445_V06,-16.467,0.374,223.981,378.804,9.019,-122.110,38.145,4509.747,54747.030,20200119_070445
1,KDAX20200119_150924_V06,-11.817,0.167,224.653,379.430,16.318,-122.106,38.143,8159.235,54741.049,20200119_070924
1,KDAX20200119_151404_V06,-7.150,0.113,226.722,381.461,19.363,-122.095,38.133,9681.537,54785.201,20200119_071404
1,KDAX20200119_151843_V06,-2.500,0.054,228.014,381.385,18.945,-122.087,38.134,9472.708,54326.640,20200119_071843
1,KDAX20200119_152321_V06,2.133,0.119,230.040,388.759,23.580,-122.075,38.101,11790.044,56507.876,20200119_072321
1,KDAX20200119_152800_V06,6.783,0.193,227.520,396.159,31.478,-122.090,38.067,15738.823,60207.715,20200119_072800
1,KDAX20200119_153239_V06,11.433,0.159,217.731,402.420,30.724,-122.145,38.039,15361.785,65684.749,20200119_073239
3,KDAX20200119_152321_V06,2.133,0.104,271.370,136.334,24.174,-121.842,39.238,12087.147,83075.787,20200119_072321
3,KDAX20200119_152800_V06,6.783,0.063,271.445,135.468,29.784,-121.842,39.242,14891.792,83495.694,20200119_072800
5,KDAX20200119_154157_V06,20.733,0.067,354.084,80.329,10.200,-121.362,39.490,5099.907,113115.292,20200119_074157
5,KDAX20200119_154637_V06,25.400,0.053,354.234,80.621,16.302,-121.361,39.489,8151.131,112991.683,20200119_074637
4,KDAX20200119_153239_V06,11.433,0.058,357.165,84.358,10.062,-121.345,39.472,5030.914,111545.052,20200119_073239
2,KDAX20200120_152812_V06,7.473,0.115,372.944,376.533,4.966,-121.261,38.156,2482.769,52863.352,20200120_072812
2,KDAX20200120_153750_V06,17.106,0.158,373.039,377.529,16.442,-121.260,38.151,8221.051,53257.419,20200120_073750
5,KDAX20200120_161616_V06,55.539,0.084,27.684,217.079,56.185,-123.246,38.864,28092.461,142330.261,20200120_081616
1,KDAX20200121_151748_V06,-2.405,0.228,402.843,403.829,6.667,-121.091,38.032,3333.315,73070.460,20200121_071748
3,KDAX20200121_152834_V06,8.361,0.084,49.324,388.979,67.225,-123.106,38.092,33612.335,132999.512,20200121_072834
4,KDAX20200121_155035_V06,30.378,0.145,51.868,212.461,64.822,-123.107,38.887,32411.114,131560.171,20200121_075035
4,KDAX20200121_160151_V06,41.645,-1.000,51.868,212.461,82.736,-123.107,38.887,41368.114,131560.171,20200121_080151
4,KDAX20200121_160729_V06,47.278,0.067,66.622,221.950,70.241,-123.021,38.845,35120.434,123041.673,20200121_080729
1,KDAX20200122_150813_V06,-11.435,0.080,245.138,381.359,19.334,-121.990,38.134,9667.196,49063.982,20200122_070813
